1564884422,0,10112,Made of Fire,Niko,lesjuh,Oni,203,102,30,29,35,77,123715,37,0,1,1564884422698-20310230293577,Guest
1564884822,0,10112,Made of Fire,Niko,lesjuh,Oni,213,104,31,38,32,64,124990,30,0,1,1564884822781-21310431383264,Guest
1564885077,0,10112,Made of Fire,Niko,lesjuh,Oni,207,114,31,33,35,60,134680,37,0,1,1564885077273-20711431333560,Guest
1564892860,0,10112,Made of Fire,Niko,lesjuh,Oni,240,105,20,43,35,47,138625,32,0,1,1564892860840-24010520433547,Guest
1564893049,0,10112,Made of Fire,Niko,lesjuh,Oni,197,127,24,33,39,64,125915,40,0,1,1564893049524-19712724333964,Guest
1564893728,454888,187454,Nichijou Decoration,Petit Rabbit's,Fycho,Decoration,553,140,6,57,62,7,1903135,263,0,1,1564893728185-553140657627,Guest
1564932300,0,10112,Made of Fire,Niko,lesjuh,Oni,192,134,25,36,34,61,132045,44,0,1,1564932300121-19213425363461,Guest
1564932642,0,10112,Made of Fire,Niko,lesjuh,Oni,197,127,33,42,32,55,144320,54,0,1,1564932642891-19712733423255,Guest
1564969055,0,10112,Made of Fire,Niko,lesjuh,Oni,209,109,32,34,27,62,124455,31,0,1,1564969055848-20910932342762,Guest
1564969141,0,10112,Made of Fire,Niko,lesjuh,Oni,239,100,16,46,29,57,167145,65,0,1,1564969141758-23910016462957,Guest
1564969342,0,10112,Made of Fire,Niko,lesjuh,Oni,224,109,31,42,35,48,148145,36,0,1,1564969342873-22410931423548,Guest
1565147130,0,10112,Made of Fire,Niko,lesjuh,Oni,229,102,23,45,27,58,159780,41,0,1,1565147130826-22910223452758,Guest
1565147232,0,10112,Made of Fire,Niko,lesjuh,Oni,261,87,12,52,27,52,198180,64,0,1,1565147232048-2618712522752,Guest
1565147417,0,10112,Made of Fire,Niko,lesjuh,Oni,244,106,17,51,31,45,163970,41,0,1,1565147417112-24410617513145,Guest
1565147694,454888,187454,Nichijou Decoration,Petit Rabbit's,Fycho,Decoration,623,68,6,83,37,9,1863260,243,0,1,1565147694546-62368683379,Guest
1565148077,269409,101766,Big Money,The Quick Brown Fox,RikiH_,$50,296,66,8,52,25,19,603935,198,0,1,1565148077089-296668522519,Guest
1565189153,0,10112,Made of Fire,Niko,lesjuh,Oni,231,109,19,46,24,53,148230,39,0,1,1565189153790-23110919462453,Guest
1565189244,0,10112,Made of Fire,Niko,lesjuh,Oni,247,95,17,50,24,53,161035,48,0,1,1565189244063-2479517502453,Guest
1565213304,0,10112,Made of Fire,Niko,lesjuh,Oni,259,93,15,43,39,45,183130,50,0,1,1565213304546-2599315433945,Guest
1565213479,0,10112,Made of Fire,Niko,lesjuh,Oni,255,95,20,50,29,42,175820,41,0,1,1565213479884-2559520502942,Guest
1565213578,0,10112,Made of Fire,Niko,lesjuh,Oni,255,90,18,52,31,49,159280,39,0,1,1565213578711-2559018523149,Guest
1565213670,0,10112,Made of Fire,Niko,lesjuh,Oni,240,84,26,46,23,62,158360,47,0,1,1565213670641-2408426462362,Guest
1565213756,0,10112,Made of Fire,Niko,lesjuh,Oni,254,86,18,47,30,54,168605,44,0,1,1565213756466-2548618473054,Guest
1565213920,0,10112,Made of Fire,Niko,lesjuh,Oni,245,101,14,52,23,52,157570,43,0,1,1565213920852-24510114522352,Guest
1565214014,0,10112,Made of Fire,Niko,lesjuh,Oni,253,98,13,45,35,48,179425,50,0,1,1565214014273-2539813453548,Guest
1565215977,0,10112,Made of Fire,Niko,lesjuh,Oni,225,113,15,37,36,59,134765,42,0,1,1565215977007-22511315373659,Guest
1565234296,0,10112,Made of Fire,Niko,lesjuh,Oni,268,93,7,47,37,44,197275,56,0,1,1565234296258-268937473744,Guest
1565234395,0,10112,Made of Fire,Niko,lesjuh,Oni,251,103,18,49,32,40,169925,46,0,1,1565234395312-25110318493240,Guest
1565234497,0,10112,Made of Fire,Niko,lesjuh,Oni,251,100,13,44,31,48,199905,66,0,1,1565234497896-25110013443148,Guest
1565278160,0,10112,Made of Fire,Niko,lesjuh,Oni,264,99,5,53,30,44,187735,48,0,1,1565278160834-264995533044,Guest
1565278256,0,10112,Made of Fire,Niko,lesjuh,Oni,245,109,19,41,38,39,193060,47,0,1,1565278256761-24510919413839,Guest
1565278354,0,10112,Made of Fire,Niko,lesjuh,Oni,242,108,13,51,30,49,189220,63,0,1,1565278354606-24210813513049,Guest
1565278441,0,10112,Made of Fire,Niko,lesjuh,Oni,253,98,16,50,29,45,177055,53,0,1,1565278441479-2539816502945,Guest
1565278581,0,10112,Made of Fire,Niko,lesjuh,Oni,257,94,21,50,33,40,184565,44,0,1,1565278581084-2579421503340,Guest
1565306519,0,10112,Made of Fire,Niko,lesjuh,Oni,236,104,19,41,33,53,171255,76,0,1,1565306519062-23610419413353,Guest
1565306637,0,10112,Made of Fire,Niko,lesjuh,Oni,290,75,11,58,31,36,241830,61,0,1,1565306637861-2907511583136,Guest
1565306729,0,10112,Made of Fire,Niko,lesjuh,Oni,254,98,14,59,28,46,213845,51,0,1,1565306729985-2549814592846,Guest
1565387678,0,10112,Made of Fire,Niko,lesjuh,Oni,243,108,14,48,37,47,178145,49,0,1,1565387678239-24310814483747,Guest
1565387770,0,10112,Made of Fire,Niko,lesjuh,Oni,251,107,12,51,30,42,168000,42,0,1,1565387770738-25110712513042,Guest
1565387883,0,10112,Made of Fire,Niko,lesjuh,Oni,229,111,17,39,37,55,167690,53,0,1,1565387883279-22911117393755,Guest
1565387968,0,10112,Made of Fire,Niko,lesjuh,Oni,250,88,22,41,34,52,156415,39,0,1,1565387968154-2508822413452,Guest
1565388056,0,10112,Made of Fire,Niko,lesjuh,Oni,261,92,15,54,31,44,194510,59,0,1,1565388056673-2619215543144,Guest
1565388142,0,10112,Made of Fire,Niko,lesjuh,Oni,249,94,14,50,31,55,156965,42,0,1,1565388142510-2499414503155,Guest
1565480992,0,10112,Made of Fire,Niko,lesjuh,Oni,237,101,19,40,39,55,157155,48,0,1,1565480992522-23710119403955,Guest
1565481101,0,10112,Made of Fire,Niko,lesjuh,Oni,232,112,22,45,38,46,159920,39,0,1,1565481101003-23211222453846,Guest
1565481192,0,10112,Made of Fire,Niko,lesjuh,Oni,240,97,21,46,32,54,149845,36,0,1,1565481192976-2409721463254,Guest
1565481277,0,10112,Made of Fire,Niko,lesjuh,Oni,240,103,17,44,35,52,160225,44,0,1,1565481277220-24010317443552,Guest
1565481482,0,10112,Made of Fire,Niko,lesjuh,Oni,245,93,22,50,32,52,210970,65,0,1,1565481482565-2459322503252,Guest
1565831259,0,10112,Made of Fire,Niko,lesjuh,Oni,184,121,32,31,33,75,110640,23,0,1,1565831259829-18412132313375,Guest
1565831405,0,10112,Made of Fire,Niko,lesjuh,Heavy,203,121,36,19,42,19,174312,64,0,1,1565831405789-20312136194219,Guest
1565831490,0,10112,Made of Fire,Niko,lesjuh,Heavy,205,113,42,21,38,19,236034,114,0,1,1565831490457-20511342213819,Guest
1565831918,0,10112,Made of Fire,Niko,lesjuh,Heavy,313,54,5,57,20,7,535548,197,0,1,1565831918636-31354557207,Guest
1565832008,0,10112,Made of Fire,Niko,lesjuh,Oni,264,85,15,47,37,48,188605,43,0,1,1565832008697-2648515473748,Guest
1565832094,0,10112,Made of Fire,Niko,lesjuh,Oni,262,82,20,53,25,48,153980,36,0,1,1565832094328-2628220532548,Guest
1565832188,0,10112,Made of Fire,Niko,lesjuh,Oni,271,80,10,58,24,51,183550,45,0,1,1565832188548-2718010582451,Guest
1565832356,0,10112,Made of Fire,Niko,lesjuh,Oni,256,83,15,58,19,58,170145,40,0,1,1565832356778-2568315581958,Guest
1565832530,0,10112,Made of Fire,Niko,lesjuh,Oni,225,111,26,41,32,50,135375,33,0,1,1565832530006-22511126413250,Guest
1565832619,0,10112,Made of Fire,Niko,lesjuh,Oni,269,71,19,52,27,53,170560,46,0,1,1565832619520-2697119522753,Guest
1565882627,0,10112,Made of Fire,Niko,lesjuh,Oni,266,78,12,39,32,56,150800,39,0,1,1565882627946-2667812393256,Guest
1565882715,0,10112,Made of Fire,Niko,lesjuh,Oni,252,90,16,44,32,54,142385,41,0,1,1565882715962-2529016443254,Guest
1565882810,0,10112,Made of Fire,Niko,lesjuh,Oni,253,93,9,47,28,57,137305,28,0,1,1565882810168-253939472857,Guest
1565882931,0,10112,Made of Fire,Niko,lesjuh,Oni,262,106,4,57,32,40,195115,72,0,1,1565882931816-2621064573240,Guest
1565883029,0,10112,Made of Fire,Niko,lesjuh,Oni,257,101,8,49,34,46,176115,51,0,1,1565883029156-2571018493446,Guest
1565883125,0,10112,Made of Fire,Niko,lesjuh,Oni,261,107,5,53,34,39,165290,37,0,1,1565883125967-2611075533439,Guest
1565883216,0,10112,Made of Fire,Niko,lesjuh,Oni,256,90,15,47,31,51,168105,50,0,1,1565883216611-2569015473151,Guest
1565995182,0,10112,Made of Fire,Niko,lesjuh,Heavy,299,59,14,48,25,7,782404,152,0,0,1565995182451-299591448257,Guest
1565995274,0,10112,Made of Fire,Niko,lesjuh,Oni,256,90,17,45,30,49,194055,68,0,1,1565995274250-2569017453049,Guest
1565995377,0,10112,Made of Fire,Niko,lesjuh,Oni,276,75,16,56,25,45,222765,71,0,1,1565995377838-2767516562545,Guest
1566061422,0,10112,Made of Fire,Niko,lesjuh,Oni,251,101,5,47,36,55,163870,53,0,1,1566061422986-2511015473655,Guest
1566061583,0,10112,Made of Fire,Niko,lesjuh,Oni,256,96,21,48,37,39,181460,55,0,1,1566061583226-2569621483739,Guest
1566061679,0,10112,Made of Fire,Niko,lesjuh,Oni,279,79,12,53,34,42,204840,50,0,1,1566061679096-2797912533442,Guest
1566061787,0,10112,Made of Fire,Niko,lesjuh,Oni,287,67,12,62,22,46,207180,63,0,1,1566061787539-2876712622246,Guest
1566061918,0,10112,Made of Fire,Niko,lesjuh,Oni,256,98,10,43,32,48,158940,42,0,1,1566061918000-2569810433248,Guest
1566062105,0,10112,Made of Fire,Niko,lesjuh,Heavy,269,94,10,40,36,6,857394,144,0,0,1566062105705-269941040366,Guest
1566062195,0,10112,Made of Fire,Niko,lesjuh,Heavy,278,79,18,48,29,4,956416,151,0,0,1566062195866-278791848294,Guest
1566062281,0,10112,Made of Fire,Niko,lesjuh,Heavy,291,78,8,47,32,2,1050692,179,0,0,1566062281335-29178847322,Guest
1566097876,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,321,230,76,127,144,288,186112,40,0,1,1566097876376-32123076127144288,Guest
1566097972,0,10112,Made of Fire,Niko,lesjuh,Oni,257,101,6,48,34,48,179645,50,0,1,1566097972965-2571016483448,Guest
1566098057,0,10112,Made of Fire,Niko,lesjuh,Oni,310,69,9,61,37,24,271375,63,0,1,1566098057453-310699613724,Guest
1566149627,0,10112,Made of Fire,Niko,lesjuh,Heavy,303,57,12,49,25,7,756914,135,0,0,1566149627956-303571249257,Guest
1566149710,0,10112,Made of Fire,Niko,lesjuh,Heavy,297,66,11,51,27,5,956198,180,0,0,1566149710403-297661151275,Guest
1566149825,0,10112,Made of Fire,Niko,lesjuh,Heavy,308,60,5,50,29,6,1425868,214,0,0,1566149825112-30860550296,Guest
1566149955,0,10112,Made of Fire,Niko,lesjuh,Oni,265,90,12,54,27,45,166695,40,0,1,1566149955552-2659012542745,Guest
1566150058,0,10112,Made of Fire,Niko,lesjuh,Oni,254,102,9,47,34,47,176080,45,0,1,1566150058871-2541029473447,Guest
1566250185,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,363,228,61,184,129,263,212412,38,0,1,1566250185654-36322861184129263,Guest
1566250280,0,10112,Made of Fire,Niko,lesjuh,Oni,285,79,5,58,27,43,173760,28,0,1,1566250280558-285795582743,Guest
1566250365,0,10112,Made of Fire,Niko,lesjuh,Oni,255,89,13,51,23,55,169730,56,0,1,1566250365781-2558913512355,Guest
1566250460,0,10112,Made of Fire,Niko,lesjuh,Oni,271,78,16,50,32,47,183175,58,0,1,1566250460301-2717816503247,Guest
1566250567,0,10112,Made of Fire,Niko,lesjuh,Oni,256,102,8,43,41,46,168225,38,0,1,1566250567633-2561028434146,Guest
1566250652,0,10112,Made of Fire,Niko,lesjuh,Oni,266,96,6,50,37,44,198560,75,0,1,1566250652144-266966503744,Guest
1566334326,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,351,227,71,167,128,266,214900,36,0,1,1566334326227-35122771167128266,Guest
1566334417,0,10112,Made of Fire,Niko,lesjuh,Oni,264,95,10,46,36,43,193590,49,0,1,1566334417887-2649510463643,Guest
1566334506,0,10112,Made of Fire,Niko,lesjuh,Oni,267,93,8,51,31,44,196130,75,0,1,1566334506629-267938513144,Guest
1566334598,0,10112,Made of Fire,Niko,lesjuh,Oni,238,117,10,45,38,47,167265,56,0,1,1566334598569-23811710453847,Guest
1566334697,0,10112,Made of Fire,Niko,lesjuh,Oni,259,81,17,47,27,55,161180,37,0,1,1566334697470-2598117472755,Guest
1566335139,0,10112,Made of Fire,Niko,lesjuh,Oni,214,118,23,40,31,57,145660,45,0,1,1566335139667-21411823403157,Guest
1566335224,0,10112,Made of Fire,Niko,lesjuh,Oni,236,100,19,39,29,57,146780,53,0,1,1566335224117-23610019392957,Guest
1566335315,0,10112,Made of Fire,Niko,lesjuh,Oni,251,99,13,47,35,49,160715,34,0,1,1566335315386-2519913473549,Guest
1566408004,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,360,230,66,168,138,259,224198,46,0,1,1566408004297-36023066168138259,Guest
1566408115,0,10112,Made of Fire,Niko,lesjuh,Oni,245,100,9,36,39,58,168335,57,0,1,1566408115032-2451009363958,Guest
1566408201,0,10112,Made of Fire,Niko,lesjuh,Oni,226,116,11,42,34,59,145300,46,0,1,1566408201722-22611611423459,Guest
1566506833,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,401,213,66,194,125,235,239074,33,0,1,1566506833129-40121366194125235,Guest
1566506972,308009,120071,Cirno's Perfect Math Class,IOSYS,Mao,Insane,421,102,12,60,30,8,3444590,329,0,0,1566506972314-4211021260308,Guest
1566507104,0,10112,Made of Fire,Niko,lesjuh,Oni,269,81,9,43,34,53,146470,31,0,1,1566507104340-269819433453,Guest
1566507235,0,10112,Made of Fire,Niko,lesjuh,Oni,227,112,15,39,36,58,150245,44,0,1,1566507235157-22711215393658,Guest
1566507374,0,10112,Made of Fire,Niko,lesjuh,Oni,252,92,21,47,29,47,154965,37,0,1,1566507374090-2529221472947,Guest
1566583568,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,350,248,66,157,150,251,228614,62,0,1,1566583568031-35024866157150251,Guest
1566583793,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,SOLO,494,258,78,19,22,82,344728,51,0,1,1566583793477-49425878192282,Guest
1566583942,0,10112,Made of Fire,Niko,lesjuh,Oni,244,112,6,50,31,50,170940,60,0,1,1566583942953-2441126503150,Guest
1566584032,0,10112,Made of Fire,Niko,lesjuh,Oni,281,85,12,60,28,34,220450,56,0,1,1566584032797-2818512602834,Guest
1566584119,0,10112,Made of Fire,Niko,lesjuh,Oni,263,83,16,54,25,50,191230,61,0,1,1566584119108-2638316542550,Guest
1566584207,0,10112,Made of Fire,Niko,lesjuh,Oni,242,110,12,42,35,48,148735,36,0,1,1566584207200-24211012423548,Guest
1566584293,0,10112,Made of Fire,Niko,lesjuh,Oni,265,95,11,52,35,41,184990,58,0,1,1566584293309-2659511523541,Guest
1566584394,0,10112,Made of Fire,Niko,lesjuh,Oni,284,75,12,56,27,41,203995,61,0,1,1566584394194-2847512562741,Guest
1566584575,0,10112,Made of Fire,Niko,lesjuh,Oni,252,90,30,49,27,40,180410,50,0,2,1566584575945-2529030492740,Guest
1566670343,0,10112,Made of Fire,Niko,lesjuh,Oni,265,86,12,50,31,49,190685,57,0,1,1566670343535-2658612503149,Guest
1566670427,0,10112,Made of Fire,Niko,lesjuh,Oni,255,85,19,42,28,53,151925,41,0,1,1566670427434-2558519422853,Guest
1566670514,0,10112,Made of Fire,Niko,lesjuh,Oni,271,68,13,47,23,60,167755,52,0,1,1566670514620-2716813472360,Guest
1566670756,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,SOLO,558,168,90,30,15,96,421044,91,0,2,1566670756124-55816890301596,Guest
1566754153,684163,297909,King For A Day (feat Kellin Quinn),Pierce The Veil,pishifat,Ex,515,79,1,61,41,22,583849,218,0,256,1566754153218-515791614122,Guest
1566754666,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,392,246,66,196,144,211,266464,49,0,1,1566754666342-39224666196144211,Guest
1566754775,0,10112,Made of Fire,Niko,lesjuh,Oni,246,94,16,47,26,56,163015,38,0,1,1566754775433-2469416472656,Guest
1566754871,0,10112,Made of Fire,Niko,lesjuh,Oni,231,109,18,49,31,54,159315,39,0,1,1566754871565-23110918493154,Guest
1566755115,0,10112,Made of Fire,Niko,lesjuh,Heavy,290,76,9,49,30,4,1102286,198,0,0,1566755115044-29076949304,Guest
1566755208,0,10112,Made of Fire,Niko,lesjuh,Oni,232,101,19,44,30,60,151235,53,0,1,1566755208392-23210119443060,Guest
1566788300,684163,297909,King For A Day (feat Kellin Quinn),Pierce The Veil,pishifat,Ex,547,51,2,79,27,17,707207,223,0,256,1566788300116-547512792717,Guest
1566788528,0,5807,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),Nico Nico Douga,DJPop,TAG4,412,238,61,198,148,204,268194,47,0,1,1566788528577-41223861198148204,Guest
1566788726,0,10112,Made of Fire,Niko,lesjuh,Oni,275,79,14,52,28,44,189395,47,0,1,1566788726535-2757914522844,Guest
1566788813,0,10112,Made of Fire,Niko,lesjuh,Oni,237,108,9,41,28,58,147135,36,0,1,1566788813241-2371089412858,Guest
